 Step          70 u(0,0,0)   50.9679679616942     
 Step          71 u(0,0,0)   50.9680852396726     
 Step          72 u(0,0,0)   50.9683223981086     
 Step          73 u(0,0,0)   50.9683665207772     
 Step          74 u(0,0,0)   50.9685314804725     
 Step          75 u(0,0,0)   50.9685120850592     
 Step          76 u(0,0,0)   50.9686189483825     
 Step          77 u(0,0,0)   50.9685553725814     
 Step          78 u(0,0,0)   50.9686252226428     
 Step          79 u(0,0,0)   50.9685387690944     
 Step          80 u(0,0,0)   50.9685941834400     
 Step          81 u(0,0,0)   50.9685062086484     
 Step          82 u(0,0,0)   50.9685679560198     
 Step          83 u(0,0,0)   50.9684964455278     
 Step          84 u(0,0,0)   50.9685796796098     
 Step          85 u(0,0,0)   50.9685365915564     
 Step          86 u(0,0,0)   50.9686515673689     
 Step          87 u(0,0,0)   50.9686442557679     
 Step          88 u(0,0,0)   50.9687942596627     
 Step          89 u(0,0,0)   50.9688217689634     
 Step          90 u(0,0,0)   50.9690035060586     
 Step          91 u(0,0,0)   50.9690596444970     
 Step          92 u(0,0,0)   50.9692662267836     
 Step          93 u(0,0,0)   50.9693425546571     
 Step          94 u(0,0,0)   50.9695652748278     
 Step          95 u(0,0,0)   50.9696536996899     
 Step          96 u(0,0,0)   50.9698840064867     
 Step          97 u(0,0,0)   50.9699758085062     
 Step          98 u(0,0,0)   50.9702056910911     
 Step          99 u(0,0,0)   50.9702933068314     
 Step         100 u(0,0,0)   50.9705168253504     
 Step         101 u(0,0,0)   50.9705968167853     
 Step         102 u(0,0,0)   50.9708111879224     
 Step         103 u(0,0,0)   50.9708808761957     
 Step         104 u(0,0,0)   50.9710841634982     
 Step         105 u(0,0,0)   50.9711430069624     
 Step         106 u(0,0,0)   50.9713359711194     
 Step         107 u(0,0,0)   50.9713849872947     
 Step         108 u(0,0,0)   50.9715682835090     
 Step         109 u(0,0,0)   50.9716085272975     
 Step         110 u(0,0,0)   50.9717826010484     
 Step         111 u(0,0,0)   50.9718138252339     
 Step         112 u(0,0,0)   50.9719796794072     
 Step         113 u(0,0,0)   50.9720042917111     
 Step         114 u(0,0,0)   50.9721633739709     
 Step         115 u(0,0,0)   50.9721826952658     
 Step         116 u(0,0,0)   50.9723370372018     
 Step         117 u(0,0,0)   50.9723521666860     
 Step         118 u(0,0,0)   50.9725018690839     
 Step         119 u(0,0,0)   50.9725131531686     
 Step         120 u(0,0,0)   50.9726586170577     
 Step         121 u(0,0,0)   50.9726663698499     
 Step         122 u(0,0,0)   50.9728085953391     
 Step         123 u(0,0,0)   50.9728142843422     
 Step         124 u(0,0,0)   50.9729538142447     
 Step         125 u(0,0,0)   50.9729571763262     
 Step         126 u(0,0,0)   50.9730939518462     
 Step         127 u(0,0,0)   50.9730951548999     
 Step         128 u(0,0,0)   50.9732283308628     
 Step         129 u(0,0,0)   50.9732260783157     
 Step         130 u(0,0,0)   50.9733560012448     
 Step         131 u(0,0,0)   50.9733515542588     
 Step         132 u(0,0,0)   50.9734786923060     
 Step         133 u(0,0,0)   50.9734715263781     
 Step         134 u(0,0,0)   50.9735953872069     
 Step         135 u(0,0,0)   50.9735855642174     
 Step         136 u(0,0,0)   50.9737065552893     
 Step         137 u(0,0,0)   50.9736942917271     
 Step         138 u(0,0,0)   50.9738125696982     
 Step         139 u(0,0,0)   50.9737979692792     
 Step         140 u(0,0,0)   50.9739136227857     
 Step         141 u(0,0,0)   50.9738973754986     
 Step         142 u(0,0,0)   50.9740115513063     
 Step         143 u(0,0,0)   50.9739944760053     
 Step         144 u(0,0,0)   50.9741075156474     
 Step         145 u(0,0,0)   50.9740899408879     
 Step         146 u(0,0,0)   50.9742018833567     
 Step         147 u(0,0,0)   50.9741822173229     
 Step         148 u(0,0,0)   50.9742923306939     
 Step         149 u(0,0,0)   50.9742717722881     
 Step         150 u(0,0,0)   50.9743804969238     
 Step         151 u(0,0,0)   50.9743589237990     
